experiment,IRR_01,IRR_01,IRR_02,IRR_02,NOI_01,NOI_01,NOI_02,NOI_02
1992,238.7563261785524,238.98684881473406,238.99675230623166,238.45153046825547,238.87643743688034,238.81966308797774,239.00418370184053,238.7590701992502
1993,239.5485026064146,239.55680111719647,239.6429099089482,239.53398752588436,239.50548091748382,239.50270741862445,239.58276105205408,239.91580609046514
1994,239.7064334202963,239.61043439193156,239.38586367244204,239.65765772274773,239.80286942498336,239.60513970033625,239.61073085859766,239.4961879268368
1995,239.65485745643596,239.58057744211513,239.61030609204218,239.57178488556536,239.7669861874319,239.43662873746297,239.82927465350855,239.68005138931952
1996,240.35539307718167,239.63091639865172,240.5103124005371,239.68501140780234,240.22824579194668,239.1938422148561,240.4529437880991,239.76211205585906
1997,239.2708369467681,240.4355060341399,239.64092808106614,240.44472123649112,239.67805929955028,240.58123157058398,239.5568329407199,240.4591524593721
1998,239.68555331333147,239.74394604094243,239.89966404534042,239.85544388385944,239.7900797962712,239.80184030341837,239.98888242146262,239.62369648226382
1999,240.36086611263462,239.63538599926844,240.06337514607412,239.83472406596076,240.38415313620308,239.81601729768357,240.27840778526758,239.76562527818538
2000,240.3367049902295,239.9610192474082,240.0893720936279,239.84799838366365,240.32047987730195,239.81224558246547,240.3726925944959,239.72847612675383
2001,239.94488636205665,240.1401284930393,239.5931010455363,239.95115019609227,239.90710904511474,240.01240992543222,239.49124422420803,240.04905282943733
2002,240.04091236844343,240.07300544799395,239.63334569817732,240.32466296650182,239.6699151343993,239.85600768295615,239.8360411281465,240.3756127487388
2003,240.16692257600505,239.92354425310734,240.29395473217627,240.0504255411399,240.08102404514307,240.12060576206434,240.28622525560291,240.12832960827643
2004,239.73591992349665,240.01914881805257,239.83105621543825,239.6878523214236,239.90501260545298,240.28198859203903,239.8269376126524,239.95684009985098
2005,239.9615915968213,239.76991435392554,239.89636525458832,240.0609128684256,239.96576431641878,239.90087349470562,239.9023964506235,239.8423432179172
2006,239.4716084479804,239.7105204229205,239.27217499750608,239.81341909608358,239.58862418073767,240.13323854732397,239.55088815275022,239.83027948095025
2007,240.43496785552466,239.37217114083808,239.9349124198828,239.28380164101142,240.2194694608395,239.41858004898828,239.91297433406262,239.15873616681557
2008,239.93070160140928,239.40607561788087,239.97251082482836,239.3028583497274,239.96218265636034,239.4873972574204,240.10123226999156,239.47544245646824
2009,239.54840376059587,239.9042226420308,239.3242978656596,240.07840464004454,239.2262793049683,239.9489979429162,239.25045945797658,239.91713280403334
2010,239.68481607930894,239.27516432800644,240.0556937174333,239.45935067693634,239.89334813623907,239.26778429836682,239.71388977542114,239.4589222200583
2011,240.13503442286006,239.78617201136643,239.9710078553878,239.61689110473844,240.31591395047235,239.6476943089261,239.91620746957415,239.68060665101902
2012,240.23318423110499,239.62419828457095,240.0738090728082,239.82485106557735,240.02372712454272,239.97024596967924,239.99181634141536,239.78507803165647
2013,240.1375234320212,240.1195162827207,240.15195258321626,239.90909749718517,240.08593604380744,240.11264299499183,240.15040081212717,239.68235979398492
2014,246.63906760005773,237.93563257635773,247.06336831593399,238.46630651259164,245.423259499051,239.05342101835953,247.37938192373824,238.41500597330946
